StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2_Browser,Q2_Version,Q2_Operating System,Q2_Resolution,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q15,Q17,Q18,Q19,SC0,DeviceIdentifier,workerId,assignmentId,hitId
2020-07-16 16:49:56,2020-07-16 16:51:42,0,75.40.24.179,100,106,1,2020-07-16 16:51:42,R_1GQvfRGY2GNangc,,,,,32.478302001953125,-84.89849853515625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Chrome,83.0.4103.116,Windows NT 10.0,1366x768,11,1,6,3,1,6,2,2,2,,1,1,1,37,,A1JM5XNB4NCZR6,3R8YZBNQ9HIFX55C8BZO4UZBYBY7QX,3NZ1E5QA6Z1AKBRAAXIZN1UTGE85B5
2020-07-16 16:50:37,2020-07-16 16:51:45,0,68.68.90.134,100,68,1,2020-07-16 16:51:46,R_3HGho26TscrtESu,,,,,38.3600006103515625,-86.92859649658203125,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Chrome,83.0.4103.116,Windows NT 10.0,1536x864,15,2,2,3,2,5,1,1,2,1,,4,3,41,,A1HMUS6WQOT9MN,3FDJT1UU748EZYTY7D0UAO968ZB5KO,33K3E8REWWV0KWDDDRHKOIVC17WX87
2020-07-16 16:50:11,2020-07-16 16:51:48,0,162.83.167.134,100,96,1,2020-07-16 16:51:48,R_2PwbHERk7pB0ppU,,,,,40.7259979248046875,-73.84799957275390625,anonymous,EN,0.6999999999999999555910790149937383830547332763671875,Chrome,83.0.4103.116,Windows NT 6.3,1920x1080,33,1,5,3,2,5,1,1,1,1,,4,3,60,,A2VIB4A4DEQ273,30IQTZXKAK6LOR649Q97JNLHN0EX0J,3INZSNUD80QM0VR6RJMMU7NV5V39D7
2020-07-16 16:50:05,2020-07-16 16:51:59,0,68.12.28.217,100,113,1,2020-07-16 16:52:00,R_1cTCMFiXlGveHx1,,,,,35.4884033203125,-97.5706024169921875,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Chrome,83.0.4103.116,Windows NT 10.0,1536x864,37,2,2,3,2,5,2,2,2,,1,3,3,64,,A25Y6WQ2TUNYJT,3Q8GYXHFEP2WG0HAF0JWM5WY3Q25CB,3INZSNUD80QM0VR6RJMMU7NV5V39D7
2020-07-16 16:50:48,2020-07-16 16:52:02,0,67.8.21.246,100,73,1,2020-07-16 16:52:02,R_3qg7RfHJfQN9DPJ,,,,,28.52740478515625,-81.6011962890625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Chrome,83.0.4103.116,Macintosh,1440x900,31,1,2,3,3,5,2,2,2,1,,2,1,55,,A38U3F4NU3Y4AJ,33C7UALJVLYVGFQEX11FHTNY1JC81Q,3INZSNUD80QM0VR6RJMMU7NV5V39D7
2020-07-16 16:50:14,2020-07-16 16:52:06,0,72.208.185.23,100,112,1,2020-07-16 16:52:06,R_2OGD1fa5JfBtGxM,,,,,33.606903076171875,-112.28220367431640625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Firefox,78,Windows NT 10.0,1366x768,3,1,5,3,1,5,2,2,2,,2,1,1,28,,A2YR29YNFLZSUG,3Z4AIRP3C6DLVGRM59D7XS4RSSKX1M,3INZSNUD80QM0VR6RJMMU7NV5V39D7
2020-07-16 16:50:34,2020-07-16 16:52:07,0,99.26.121.28,100,92,1,2020-07-16 16:52:07,R_3OyDcYAbfonZZ73,,,,,32.9163970947265625,-117.1392974853515625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Edge,83.0.478.64,Windows NT 10.0,1600x900,5,1,3,3,3,4,1,2,2,,1,2,2,29,,A3IA1BJ5Y6ORWO,3LOZAJ85YDDSK19IODDL2BEWKYZ2X9,3INZSNUD80QM0VR6RJMMU7NV5V39D7
2020-07-16 16:50:28,2020-07-16 16:52:20,0,173.249.65.167,100,111,1,2020-07-16 16:52:21,R_1Fu21JArC479Veu,,,,,39.6737060546875,-89.71610260009765625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Chrome,83.0.4103.116,Windows NT 10.0,1920x1080,14,1,2,3,2,6,2,2,2,1,,4,3,42,,A1WEAJOA6J2M61,3XUHV3NRVKYNX8SQ1SXXXWTEGI75HK,33K3E8REWWV0KWDDDRHKOIVC17WX87
2020-07-16 16:51:58,2020-07-16 16:52:36,0,47.147.203.235,100,38,1,2020-07-16 16:52:36,R_1rp1fBo7q6gQ0n5,,,,,33.7626953125,-118.137603759765625,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Chrome,83.0.4103.116,Macintosh,1440x900,5,1,2,3,2,5,2,2,2,,1,3,2,30,,A1KFHUDQAOGWKG,3JMSRU9HQIUSBSG3HI74GRQ01QGVE0,33K3E8REWWV0KWDDDRHKOIVC17WX87
2020-07-16 16:50:24,2020-07-16 16:52:49,0,73.125.135.48,100,144,1,2020-07-16 16:52:49,R_1P1324ok7I7neyK,,,,,25.606201171875,-80.3451995849609375,anonymous,EN,0.90000000000000002220446049250313080847263336181640625,Chrome,83.0.4103.116,Windows NT 10.0,1536x864,10,1,2,"3,4",1,3,2,2,2,,2,3,3,38,,A1M1E62KXCDNL0,3R08VXYT7CVKH21YKKYUWJHXMCF7W1,3GONHBMNHVY4AGFW8AFOQLCITCJZMU
