StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q_RecaptchaScore,Q2_Browser,Q2_Version,Q2_Operating System,Q2_Resolution,Q3,Q4,Q5,Q6,Q7,Q8,Q9,Q10,Q11,Q15,Q17,Q18,Q19,SC0,DeviceIdentifier,workerId,assignmentId,hitId,FL_24_DO
7/16/20 16:49,7/16/20 16:50,0,24.124.89.114,100,12,1,7/16/20 16:50,R_vqW5Ntg65xBqEdb,,,,,43.52349854,-96.7385025,anonymous,EN,0.9,Chrome,83.0.4103.106,Android 9,361x722,,,,,,,,,,,,,,,,A2KS4K0MBUG3E2,3PH3VY7DJLX31C743FQDN3AWW5RZWK,33K3E8REWWV0KWDDDRHKOIVC17WX87,
7/16/20 16:50,7/16/20 16:51,0,172.58.87.119,100,7,1,7/16/20 16:51,R_7VcCKRyIgqnhs1r,,,,,45.0644989,-93.34130096,anonymous,EN,0.9,Chrome,84.0.4147.89,Android 10,393x830,,,,,,,,,,,,,,,,AG1ZOF7L8SOHW,34T446B1C0EXLTV9IUDK5A07MIR0CL,3GONHBMNHVY4AGFW8AFOQLCITCJZMU,
7/16/20 16:49,7/16/20 16:51,0,75.40.24.179,100,106,1,7/16/20 16:51,R_1GQvfRGY2GNangc,,,,,32.478302,-84.89849854,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,1366x768,11,1,6,3,1,6,2,2,2,,1,1,1,37,,A1JM5XNB4NCZR6,3R8YZBNQ9HIFX55C8BZO4UZBYBY7QX,3NZ1E5QA6Z1AKBRAAXIZN1UTGE85B5,DataVisualization(Control)
7/16/20 16:50,7/16/20 16:51,0,68.68.90.134,100,68,1,7/16/20 16:51,R_3HGho26TscrtESu,,,,,38.36000061,-86.9285965,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,1536x864,15,2,2,3,2,5,1,1,2,1,,4,3,41,,A1HMUS6WQOT9MN,3FDJT1UU748EZYTY7D0UAO968ZB5KO,33K3E8REWWV0KWDDDRHKOIVC17WX87,DataVisualization(Treatment)
7/16/20 16:50,7/16/20 16:51,0,162.83.167.134,100,96,1,7/16/20 16:51,R_2PwbHERk7pB0ppU,,,,,40.72599792,-73.84799957,anonymous,EN,0.7,Chrome,83.0.4103.116,Windows NT 6.3,1920x1080,33,1,5,3,2,5,1,1,1,1,,4,3,60,,A2VIB4A4DEQ273,30IQTZXKAK6LOR649Q97JNLHN0EX0J,3INZSNUD80QM0VR6RJMMU7NV5V39D7,DataVisualization(Treatment)
7/16/20 16:50,7/16/20 16:51,0,68.12.28.217,100,113,1,7/16/20 16:52,R_1cTCMFiXlGveHx1,,,,,35.48840332,-97.57060242,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,1536x864,37,2,2,3,2,5,2,2,2,,1,3,3,64,,A25Y6WQ2TUNYJT,3Q8GYXHFEP2WG0HAF0JWM5WY3Q25CB,3INZSNUD80QM0VR6RJMMU7NV5V39D7,DataVisualization(Control)
7/16/20 16:50,7/16/20 16:52,0,67.8.21.246,100,73,1,7/16/20 16:52,R_3qg7RfHJfQN9DPJ,,,,,28.52740479,-81.60119629,anonymous,EN,0.9,Chrome,83.0.4103.116,Macintosh,1440x900,31,1,2,3,3,5,2,2,2,1,,2,1,55,,A38U3F4NU3Y4AJ,33C7UALJVLYVGFQEX11FHTNY1JC81Q,3INZSNUD80QM0VR6RJMMU7NV5V39D7,DataVisualization(Treatment)
7/16/20 16:50,7/16/20 16:52,0,72.208.185.23,100,112,1,7/16/20 16:52,R_2OGD1fa5JfBtGxM,,,,,33.60690308,-112.2822037,anonymous,EN,0.9,Firefox,78,Windows NT 10.0,1366x768,3,1,5,3,1,5,2,2,2,,2,1,1,28,,A2YR29YNFLZSUG,3Z4AIRP3C6DLVGRM59D7XS4RSSKX1M,3INZSNUD80QM0VR6RJMMU7NV5V39D7,DataVisualization(Control)
7/16/20 16:50,7/16/20 16:52,0,99.26.121.28,100,92,1,7/16/20 16:52,R_3OyDcYAbfonZZ73,,,,,32.91639709,-117.1392975,anonymous,EN,0.9,Edge,83.0.478.64,Windows NT 10.0,1600x900,5,1,3,3,3,4,1,2,2,,1,2,2,29,,A3IA1BJ5Y6ORWO,3LOZAJ85YDDSK19IODDL2BEWKYZ2X9,3INZSNUD80QM0VR6RJMMU7NV5V39D7,DataVisualization(Control)
7/16/20 16:50,7/16/20 16:52,0,173.249.65.167,100,111,1,7/16/20 16:52,R_1Fu21JArC479Veu,,,,,39.67370605,-89.7161026,anonymous,EN,0.9,Chrome,83.0.4103.116,Windows NT 10.0,1920x1080,14,1,2,3,2,6,2,2,2,1,,4,3,42,,A1WEAJOA6J2M61,3XUHV3NRVKYNX8SQ1SXXXWTEGI75HK,33K3E8REWWV0KWDDDRHKOIVC17WX87,DataVisualization(Treatment)
